Area,Year,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use,Rural population,Urban population,Total Population - Male,Total Population - Female,total_emission,Average Temperature ??C
Libya,2014,0.32,0.00,31.10,248.06,0.00,20.00,2188.28,0.00,0.00,1926.81,1014.12,760.72,92.64,1117.83,332.60,551.45,4917.47,34.80,964.84,86.99,0.00,0.00,,1302302.00,4901806.00,3100543.00,2997221.00,14288.03,1.26
Honduras,2009,135.64,384.40,44.08,7.13,0.00,100.00,356.74,0.00,5356.89,269.04,346.38,179.58,0.03,1978.68,131.57,2293.57,699.02,209.89,1118.14,187.32,0.00,331.73,170.74,3919075.00,4115946.00,4186810.00,4090493.00,14300.55,0.90
Suriname,2020,8.42,7.22,17.30,482.80,645.16,11.00,25.39,0.00,8572.79,117.71,95.42,7.70,7.35,84.60,131.57,3742.15,56.06,12.72,27.47,12.69,0.00,7.22,328.62,195577.00,382175.00,302656.00,304409.00,14401.36,1.67
Congo,2004,2077.90,401.11,1.74,3.53,2391.82,0.00,82.11,0.00,5869.60,12.91,6.90,1.10,67.63,276.16,14.02,2601.51,18.44,7.60,98.66,17.51,0.00,401.11,52.56,1422945.00,2182494.00,1758751.00,1784261.00,14403.92,0.92
Congo,1990,1827.64,413.70,0.79,3.20,2616.72,0.00,19.96,0.00,5869.60,6.47,0.00,0.17,67.63,219.45,209.59,2596.51,48.91,5.46,64.53,11.82,0.00,412.39,16.91,1114696.00,1325761.00,1173727.00,1211708.00,14411.45,0.02
Isle of Man,2017,0.00,0.00,,5608.88,20.36,11.48,3.49,,,7.42,5.51,17.00,83.78,9.86,483.13,2005.79,,,6155.88,,0.00,0.00,1.10,40072.00,44215.00,41407.00,42173.00,14413.68,1.24
Isle of Man,2016,0.00,0.00,,5608.88,20.36,11.48,4.09,,,7.22,5.77,17.00,83.78,9.82,483.13,2005.79,,,6155.88,,0.00,0.00,1.16,39907.00,43830.00,41340.00,42110.00,14414.37,0.98
Puerto Rico,2016,0.00,0.00,0.01,0.24,60.37,119.61,1569.97,-2691.20,0.00,950.24,1896.56,18.41,138.12,1047.90,320.83,10753.10,,41.35,159.65,32.94,0.00,0.00,,234673.00,3433230.00,1635110.00,1797630.00,14418.10,1.18
Puerto Rico,2020,0.00,0.00,0.01,0.34,61.24,119.61,1570.70,-2691.20,0.00,871.20,1975.38,16.10,138.12,1047.63,320.83,10753.10,,42.25,160.79,33.75,0.00,0.00,,234336.00,3416272.00,1547842.00,1723723.00,14419.85,1.27
Yemen,2015,0.00,0.00,46.20,796.20,0.00,2.00,471.17,0.00,0.00,1225.56,2182.38,554.07,68.41,3158.96,280.20,387.08,2009.25,67.47,2722.81,254.80,0.00,0.00,196.97,17555636.00,9360571.00,14439156.00,14077389.00,14423.53,1.31
Suriname,2019,22.22,6.66,16.71,471.85,644.29,13.00,25.36,0.00,8572.79,114.55,117.09,8.13,1.22,84.96,131.57,3742.15,56.16,13.01,27.48,12.87,0.00,6.66,335.56,194302.00,378783.00,299437.00,300864.00,14424.30,1.63
Congo,2003,1995.86,484.66,1.73,3.33,2393.28,0.00,64.81,0.00,5869.60,10.64,4.84,1.11,67.63,268.94,7.01,2601.51,18.32,6.96,79.11,15.15,0.00,484.66,46.73,1398356.00,2104163.00,1698593.00,1726060.00,14425.88,0.88
Mali,2008,4538.67,0.83,324.08,945.80,0.00,0.00,170.61,-4746.04,4746.04,43.64,178.50,23.31,67.63,1145.50,0.30,356.49,74.14,157.76,5825.88,568.48,0.00,0.83,10.55,9274295.00,4863921.00,7350044.00,7201073.00,14433.01,0.58
Congo,2009,1961.23,321.17,1.96,4.51,2459.86,0.00,166.81,0.00,5869.60,34.35,26.20,4.57,67.63,296.92,49.06,2494.96,67.12,10.20,164.63,26.10,0.00,321.17,105.67,1582371.00,2671341.00,2120331.00,2136899.00,14453.72,0.80
Congo,2008,2112.72,281.96,1.86,4.12,2459.42,0.00,150.69,0.00,5869.60,23.30,18.58,1.64,67.63,288.79,42.05,2494.96,64.30,9.84,168.40,25.82,0.00,275.37,97.83,1549624.00,2565811.00,2035727.00,2053874.00,14458.86,0.79
United Arab Emirates,1999,0.00,0.00,0.22,246.41,0.00,115.49,1303.30,,,1652.01,1536.17,654.61,180.40,1622.44,2.32,846.47,5979.48,9.50,270.03,41.24,0.00,0.00,,603305.00,2384857.00,2111979.00,985583.00,14460.09,1.15
Congo,1991,1827.64,413.70,0.83,3.53,2616.72,0.00,34.53,0.00,5869.60,6.50,0.00,0.19,67.63,224.19,209.59,2596.51,53.81,5.60,64.38,11.96,0.00,412.39,47.79,1134932.00,1372840.00,1207623.00,1245051.00,14467.10,0.13
Congo,1995,1827.64,413.70,0.98,3.14,2605.89,0.00,36.39,0.00,5869.60,6.55,0.11,0.18,67.63,235.72,209.59,2596.51,51.53,6.06,67.69,12.89,0.00,412.39,44.29,1220123.00,1579132.00,1355347.00,1386962.00,14468.48,0.37
Congo,1994,1827.64,413.70,0.89,4.09,2616.72,0.00,37.02,0.00,5869.60,6.55,0.05,0.23,67.63,231.74,209.59,2596.51,48.06,5.94,67.08,12.68,0.00,412.39,47.04,1197994.00,1524503.00,1317953.00,1351268.00,14475.14,0.23
Congo,1993,1827.64,413.70,0.85,3.72,2616.72,1.00,36.29,0.00,5869.60,6.53,0.03,0.21,67.63,230.78,209.59,2596.51,58.24,5.83,66.43,12.46,0.00,412.39,45.49,1176478.00,1472029.00,1279632.00,1314536.00,14481.64,0.06
Tunisia,2009,0.04,0.00,180.34,624.37,0.00,33.00,659.43,-1319.61,11.61,1757.42,780.02,361.38,343.57,2684.77,405.38,1212.93,3921.11,80.44,1431.39,152.84,0.00,0.00,1165.71,3537891.00,6983943.00,5370385.00,5414120.00,14486.13,1.13
Congo,1992,1827.64,413.70,0.84,3.68,2616.72,1.00,37.05,0.00,5869.60,6.76,0.01,0.40,67.63,228.25,209.59,2596.51,59.01,5.70,64.87,12.17,0.00,412.39,53.10,1155480.00,1421555.00,1242298.00,1278660.00,14486.62,-0.36
Israel,1999,0.58,0.02,10.03,246.41,0.00,398.00,1428.96,-25.88,1.64,1335.24,1465.59,1217.72,174.34,1154.68,831.65,60.84,4733.54,50.17,377.60,72.67,0.00,0.00,979.04,522093.00,5369677.00,2952765.00,3041323.00,14512.84,0.87
Congo,2007,2136.43,360.99,1.74,3.72,2410.88,0.00,121.78,0.00,5869.60,20.85,15.36,1.61,67.63,282.18,35.04,2494.96,61.35,9.37,157.78,24.34,0.00,360.86,79.73,1515245.00,2461001.00,1968249.00,1988080.00,14516.20,0.85
Dominican Republic,2015,12.61,35.34,55.80,1224.88,0.00,152.00,698.73,-1175.41,0.00,1294.00,1141.14,537.18,164.87,4183.58,1218.54,363.15,2070.03,365.09,1564.04,347.90,0.00,13.20,264.09,2256692.00,8271702.00,5244874.00,5160958.00,14530.78,1.38
Yemen,2012,0.00,0.00,77.02,758.01,0.00,3.00,764.86,0.00,0.00,1214.92,1791.78,580.71,68.41,3003.01,349.38,387.08,2001.10,64.74,2663.58,248.79,0.00,0.00,555.71,16700108.00,8209861.00,13273109.00,12950282.00,14532.10,0.94
Malawi,2018,307.41,451.44,210.03,125.38,849.95,60.00,117.23,0.00,7068.60,25.22,223.47,17.63,69.90,766.29,483.44,1.16,233.29,570.08,1481.14,1032.32,0.00,380.40,64.41,15918795.00,3245933.00,8922676.00,9445207.00,14538.80,1.04
Senegal,1996,3194.31,1075.05,69.74,144.67,0.00,3.00,120.60,259.69,4626.60,209.45,79.38,20.94,1.33,1693.17,57.07,1.34,400.03,60.53,1969.56,222.69,0.00,164.29,176.00,5407011.00,3567066.00,4378872.00,4464551.00,14549.42,1.29
Benin,2001,905.80,111.20,68.81,20.78,0.00,13.15,111.29,-85.68,10796.02,28.72,139.91,1.92,12.77,576.90,17.31,576.72,39.52,55.39,928.71,125.17,0.00,111.20,6.18,4341571.00,2735162.00,3576763.00,3635278.00,14561.78,0.63
Honduras,2012,39.03,50.94,40.57,7.06,0.00,176.00,395.86,0.00,5897.87,291.47,359.09,202.64,0.03,2028.97,171.09,2293.57,820.02,216.12,1148.40,193.94,0.00,44.73,191.99,3980456.00,4525190.00,4446997.00,4345369.00,14569.39,0.68
Yemen,2005,0.00,0.00,59.34,541.22,0.00,4.00,731.61,0.00,0.00,1221.91,1591.12,643.58,67.63,2511.00,339.06,387.08,1414.85,51.85,2264.69,208.37,0.00,0.00,2532.39,14627103.00,5955824.00,10771739.00,10548931.00,14569.71,0.93
Latvia,2015,0.40,1.70,193.00,611.02,5273.58,26.00,268.38,-5628.83,570.74,123.83,153.73,24.35,30.54,559.06,187.37,855.91,10397.47,123.35,88.02,302.44,0.00,0.00,427.37,638051.00,1354612.00,912620.00,1079334.00,14589.42,2.48
Guyana,1997,6.11,67.38,36.71,1063.02,2660.03,5.00,55.14,0.00,4015.70,27.45,12.18,191.62,67.63,292.25,232.61,5091.24,4.36,19.92,88.17,18.29,0.00,66.46,590.66,540273.00,220237.00,375563.00,379647.00,14611.92,0.90
Yemen,2017,0.00,0.00,38.59,796.20,0.00,2.00,355.71,0.00,0.00,1143.30,2804.61,554.07,68.41,3244.81,280.20,387.08,1850.25,66.93,2634.48,248.52,0.00,0.00,142.65,18075808.00,10174612.00,15202496.00,14831892.00,14617.80,1.28
Puerto Rico,2001,0.00,0.00,0.03,0.00,84.99,129.43,1830.09,-2264.02,0.00,979.67,1342.29,27.28,138.12,1027.56,320.83,10753.10,,44.06,171.51,38.67,0.00,0.00,,215347.00,3584560.00,1844316.00,1987815.00,14623.61,0.76
Guyana,1999,3.37,24.46,36.71,1094.95,2796.34,1.00,61.97,0.00,4015.70,30.83,14.09,165.01,67.63,182.28,232.61,5088.32,5.28,20.31,82.98,18.31,0.00,24.02,663.96,537892.00,217386.00,377625.00,380389.00,14630.13,0.44
Senegal,2003,1556.20,12.36,94.27,172.12,0.00,13.00,170.62,2421.89,3947.02,334.65,261.60,54.18,12.99,1946.81,98.26,4.21,754.03,78.90,2165.07,269.35,0.00,12.36,251.83,6306742.00,4364248.00,5139658.00,5294846.00,14631.72,1.04
Mali,2010,3752.58,1.53,369.36,1207.23,0.00,0.00,155.76,-4746.04,4746.04,53.38,179.92,24.29,67.63,1204.10,0.30,356.49,75.94,154.88,6399.41,629.12,0.00,1.53,14.06,9648158.00,5426927.00,7844770.00,7684411.00,14647.52,1.57
Qatar,2008,0.00,0.00,0.15,246.41,0.00,2.00,913.00,0.00,0.00,381.01,1096.66,332.15,156.30,508.50,505.76,1914.72,7217.07,3.92,50.56,9.46,0.00,0.00,1319.89,25861.00,1363481.00,1103898.00,340380.00,14657.55,1.04
Yemen,2010,0.00,0.00,84.35,758.01,0.00,3.00,963.65,0.00,0.00,1370.89,1800.51,580.71,72.07,2871.95,355.24,387.08,1660.75,62.34,2585.06,240.33,0.00,0.00,879.31,16105593.00,7501186.00,12518994.00,12224951.00,14675.24,0.94
Yemen,2011,0.00,0.00,70.00,758.01,0.00,3.00,897.22,0.00,0.00,1102.10,1766.42,572.09,72.07,2936.54,355.24,387.08,2114.60,63.05,2633.69,245.13,0.00,0.00,724.53,16403293.00,7848913.00,12891995.00,12583615.00,14700.76,0.94
Dominican Republic,2016,0.89,0.65,55.10,1261.47,0.00,164.00,753.08,-2161.01,603.68,1313.68,1255.28,576.07,204.74,4208.33,1430.39,363.15,2070.03,388.51,1562.51,365.86,0.00,0.00,292.31,2189850.00,8458941.00,5303141.00,5224450.00,14708.72,1.00
Niger,2016,185.51,0.00,521.32,64.51,0.00,2.00,91.39,-31.66,1275.76,92.27,279.00,6.05,67.63,2129.23,431.70,356.49,61.36,170.28,8196.75,820.68,0.00,0.00,,17305349.00,3367638.00,10606660.00,10315083.00,14720.26,1.28
Mali,2011,3551.53,0.56,422.80,1129.86,0.00,0.00,175.24,-679.43,679.43,58.36,178.02,24.29,67.63,1231.46,0.30,356.49,77.25,159.66,6627.21,649.26,0.00,0.56,14.06,9822006.00,5718983.00,8102832.00,7936902.00,14724.53,1.03
Tunisia,2010,0.18,0.52,80.62,377.65,0.00,48.00,681.92,-1319.61,11.61,1796.40,777.80,414.10,369.63,2699.27,435.69,1281.80,4236.40,86.90,1455.24,159.76,0.00,0.00,1164.09,3547627.00,7092304.00,5422169.00,5472893.00,14757.98,1.66
Switzerland,2004,0.00,0.00,62.23,485.18,815.42,103.00,2023.29,-3136.80,482.06,371.18,2125.66,26.24,178.57,1294.24,2076.53,558.39,4891.86,443.78,337.51,1125.64,0.00,0.00,509.43,1950516.00,5396731.00,3612548.00,3768604.00,14773.41,0.91
Morocco,1997,2.56,1.14,357.75,67.42,0.00,301.00,937.00,-4931.45,37.13,3425.31,632.42,413.44,140.04,4620.35,402.00,545.57,3274.55,138.75,3306.16,313.74,0.00,0.00,809.52,13259103.00,14566798.00,13682841.00,13714278.00,14794.41,1.27
Guyana,1998,11.74,284.80,33.43,963.90,2671.30,3.00,54.05,0.00,4015.70,27.43,13.20,206.85,67.63,177.22,232.61,5088.32,4.76,19.44,85.21,17.68,0.00,284.05,542.63,539127.00,218825.00,376625.00,380072.00,14804.94,1.30
Mali,2012,3223.69,1.39,432.06,1180.12,0.00,0.00,178.42,-679.43,679.43,59.86,178.21,24.29,67.63,1255.47,0.30,356.49,77.95,178.05,6929.54,671.10,0.00,1.39,14.06,9988283.00,6018387.00,8343041.00,8171646.00,14830.00,0.51
Puerto Rico,2004,0.00,0.00,0.02,0.00,70.28,128.19,1822.49,-2264.02,0.00,1020.51,1571.23,20.83,138.12,1035.89,320.83,10753.10,,36.28,160.10,28.87,0.00,0.00,,220232.00,3556127.00,1834707.00,1982330.00,14842.72,0.53
Senegal,1997,2898.56,1373.10,59.21,146.41,0.00,8.00,116.33,259.69,4626.60,203.31,93.77,49.16,3.01,1736.24,19.31,3.65,419.03,64.04,2014.09,231.20,0.00,403.84,137.72,5527936.00,3668592.00,4477010.00,4574529.00,14866.25,1.31
Benin,2008,736.04,43.32,89.29,26.10,0.00,38.90,275.83,-85.68,10796.02,36.68,293.50,2.34,24.64,679.54,21.32,356.49,231.03,60.68,1050.44,143.36,0.00,43.32,13.64,5038238.00,3658678.00,4434190.00,4472279.00,14876.79,0.66
Benin,2004,845.64,49.29,77.97,19.41,0.00,14.87,158.07,-85.68,10796.02,38.43,227.66,1.86,13.85,621.86,16.17,576.72,256.02,61.25,1000.15,137.23,0.00,49.29,7.91,4646975.00,3103029.00,3923249.00,3971305.00,14883.97,0.78
Hungary,2020,0.03,0.00,779.67,23.44,5559.72,180.00,1098.83,-4125.18,363.11,1247.55,1265.07,235.18,229.55,2874.01,1991.73,1705.59,10072.30,476.63,185.28,860.62,0.00,0.00,1723.87,2699487.00,6921767.00,4672507.00,5078065.00,26747.02,2.00
Lithuania,2005,0.01,0.00,177.64,622.05,9851.94,51.85,351.20,-4761.17,0.00,278.51,127.58,19.47,46.91,618.41,371.86,1654.05,4089.86,272.61,168.98,723.39,0.00,0.00,225.59,1115801.00,2228451.00,1555917.00,1817616.00,14890.77,0.96
Puerto Rico,2006,0.03,0.00,0.03,0.00,65.50,137.40,1895.16,-2264.02,0.00,928.63,1628.45,19.01,138.12,1040.20,320.83,10753.10,,39.37,161.35,31.39,0.00,0.00,,223205.00,3531908.00,1820625.00,1970934.00,14894.56,0.91
Turkmenistan,2011,16.54,0.00,92.86,92.93,0.00,291.00,751.73,0.00,0.00,517.75,2152.98,2977.72,5.49,449.56,1554.40,846.84,2431.33,458.71,1450.12,805.68,0.00,0.00,,2647803.00,2526258.00,2648113.00,2712698.00,14895.64,0.71
Yemen,2009,0.00,0.00,60.22,734.42,0.00,2.00,1080.75,0.00,0.00,1368.58,1831.37,580.71,72.07,2803.09,355.24,387.08,1759.25,60.60,2554.23,237.61,0.00,0.00,1016.47,15808153.00,7166776.00,12154813.00,11874775.00,14903.68,0.94
Guyana,2002,26.97,14.79,28.13,802.15,2837.20,9.00,57.80,0.00,4701.75,28.68,24.36,87.19,67.63,183.27,214.00,5091.24,4.56,23.69,78.92,20.87,0.00,13.88,589.43,537460.00,214424.00,379813.00,380510.00,14905.50,1.04
British Virgin Islands,2005,0.00,0.28,,2445.54,0.00,12.23,3.87,,,,3.65,548.40,971.80,0.83,1738.86,2937.18,0.62,,6250.66,,0.00,0.28,3.29,13157.00,10011.00,11774.00,11724.00,14917.48,0.80
British Virgin Islands,2006,0.00,0.00,,2445.54,0.00,12.23,4.22,,,,3.90,548.40,971.80,0.86,1738.86,2937.18,0.63,,6250.66,,0.00,0.00,3.81,13502.00,10403.00,12133.00,12190.00,14918.08,0.84
British Virgin Islands,2008,0.00,0.00,,2445.54,0.00,12.23,4.50,,,,4.31,548.40,971.80,0.93,1738.86,2937.18,0.64,,6250.66,,0.00,0.00,3.61,14299.00,11305.00,12918.00,13197.00,14918.67,0.36
British Virgin Islands,2009,0.00,0.00,,2445.54,0.00,12.23,4.57,,,,4.51,548.40,971.80,0.97,1738.86,2937.18,0.70,,6250.66,,0.00,0.00,3.52,14684.00,11763.00,13329.00,13714.00,14918.95,0.71
British Virgin Islands,2010,0.00,0.00,,2445.54,0.00,12.23,4.74,,,,4.51,548.40,971.80,0.99,1738.86,2937.18,0.69,,6250.66,,0.00,0.00,3.40,15024.00,12200.00,13556.00,14001.00,14919.02,0.91
British Virgin Islands,2011,0.00,0.00,,2445.54,0.00,12.23,4.92,,,,4.62,548.40,971.80,1.01,1738.86,2937.18,0.67,,6250.66,,0.00,0.00,3.73,15303.00,12598.00,13724.00,14238.00,14919.63,0.48
British Virgin Islands,2012,0.00,0.00,,2445.54,0.00,12.23,4.92,,,,4.82,548.40,971.80,1.02,1738.86,2937.18,0.65,,6250.66,,0.00,0.00,3.72,15537.00,12972.00,13915.00,14506.00,14919.81,0.64
British Virgin Islands,2007,0.00,0.00,,2445.54,0.00,12.23,4.39,,,,4.08,548.40,971.80,0.90,1738.86,2937.18,0.62,,6250.66,,0.00,0.00,5.26,13891.00,10840.00,12512.00,12679.00,14919.93,0.94
British Virgin Islands,2013,0.00,0.00,,2445.54,0.00,12.23,4.92,,,,4.99,548.40,971.80,1.03,1738.86,2937.18,0.67,,6250.66,,0.00,0.00,3.76,15732.00,13324.00,14015.00,14641.00,14920.05,0.79
British Virgin Islands,2014,0.00,0.00,,2445.54,0.00,12.23,5.10,,,,5.40,548.40,971.80,1.04,1738.86,2937.18,0.68,,6250.66,,0.00,0.00,3.93,15914.00,13674.00,14145.00,14826.00,14920.81,0.86
British Virgin Islands,2017,0.00,0.00,,2445.54,0.00,12.23,4.08,,,,7.38,548.40,971.80,1.06,1738.86,2937.18,0.73,,6250.66,,0.00,0.00,3.11,16429.00,14767.00,14578.00,15482.00,14921.03,0.98
British Virgin Islands,2015,0.00,0.00,,2445.54,0.00,12.23,5.10,,,,5.83,548.40,971.80,1.04,1738.86,2937.18,0.68,,6250.66,,0.00,0.00,3.80,16085.00,14028.00,14303.00,15063.00,14921.12,1.12
Congo,2005,2462.64,417.16,1.77,3.72,2414.96,0.00,87.74,0.00,5869.60,13.97,9.56,1.54,67.63,269.53,21.03,2601.51,60.02,8.35,118.60,20.05,0.00,416.38,55.61,1450563.00,2267680.00,1824640.00,1848198.00,14921.37,0.90
British Virgin Islands,2016,0.00,0.00,,2445.54,0.00,12.23,5.10,,,,6.53,548.40,971.80,1.05,1738.86,2937.18,0.68,,6250.66,,0.00,0.00,3.64,16264.00,14397.00,14453.00,15287.00,14921.67,1.19
British Virgin Islands,2018,0.00,0.00,,2445.54,0.00,12.23,3.87,,,,8.23,548.40,971.80,1.07,1738.86,2937.18,0.74,,6250.66,,0.00,0.00,3.39,16582.00,15137.00,14681.00,15653.00,14921.97,0.67
British Virgin Islands,2019,0.00,0.00,,2445.54,0.00,12.23,4.04,,,,9.05,548.40,971.80,1.07,1738.86,2937.18,0.73,,6250.66,,0.00,0.00,3.48,16710.00,15496.00,14786.00,15825.00,14923.05,0.98
Dominican Republic,2017,0.81,1.11,58.16,1339.87,0.00,189.00,746.16,-2161.01,603.68,1209.97,1351.40,537.96,218.23,4230.78,1488.33,363.15,2110.03,408.03,1572.57,375.76,0.00,1.11,278.52,2123575.00,8643423.00,5360426.00,5286818.00,14923.63,1.04
British Virgin Islands,2020,0.00,0.00,,2445.54,0.00,12.23,3.87,,,,9.90,548.40,971.80,1.08,1738.86,2937.18,0.74,,6250.66,,0.00,0.00,3.89,16802.00,15832.00,14900.00,16010.00,14924.15,1.24
Syrian Arab Republic,2002,0.28,0.00,419.19,1045.92,0.00,15.00,1294.53,-672.10,0.00,1698.39,886.67,719.17,9.70,3155.49,272.08,435.70,3102.45,36.64,1632.29,134.34,0.00,0.00,738.62,8085687.00,9002214.00,8680305.00,8483717.00,14924.36,0.69
Syrian Arab Republic,2017,1.54,0.00,230.44,1135.17,0.00,35.00,584.28,-332.33,336.16,1221.67,2494.97,549.52,2.32,3466.29,231.75,377.22,1944.30,26.00,1678.53,128.80,0.00,0.00,833.59,8495489.00,9774379.00,9532365.00,9451008.00,14945.22,1.49
Puerto Rico,2009,0.00,0.00,0.02,0.00,61.39,137.40,1915.42,-2264.02,0.00,902.10,1692.38,19.76,138.12,1045.89,320.83,10753.10,,40.32,163.36,32.30,0.00,0.00,,227910.00,3498421.00,1792291.00,1946649.00,14958.40,0.75
Puerto Rico,2003,0.13,0.00,0.02,0.00,71.31,129.43,1830.09,-2264.02,0.00,1098.15,1578.56,26.81,138.12,1032.32,320.83,10753.10,,37.97,175.80,31.29,0.00,0.00,,218769.00,3568499.00,1839664.00,1985965.00,14959.90,1.03
Congo,2014,1964.97,193.05,2.11,3.93,2855.98,0.00,234.93,0.00,5869.60,38.07,41.86,10.48,67.63,326.56,81.63,2494.96,206.19,11.35,178.65,28.85,0.00,192.92,163.83,1700765.00,3170336.00,2466860.00,2478001.00,14967.55,0.79
Puerto Rico,2002,0.00,0.00,0.02,0.00,82.85,129.43,1834.70,-2264.02,0.00,1125.58,1540.70,30.45,138.12,1030.47,320.83,10753.10,,42.77,173.52,37.63,0.00,0.00,,217191.00,3578837.00,1842918.00,1987855.00,14976.16,0.91
Malawi,2019,238.15,296.04,243.06,138.32,849.60,60.00,135.34,0.00,7068.60,22.77,254.26,19.05,69.90,784.42,478.60,1.18,239.88,741.35,1710.40,1335.13,0.00,242.35,72.88,16332170.00,3386573.00,9168342.00,9698995.00,15001.27,1.26
Puerto Rico,2008,0.02,0.00,0.02,0.00,62.42,137.40,1915.42,-2264.02,0.00,907.97,1734.43,19.61,138.12,1044.21,320.83,10753.10,,40.31,163.36,32.30,0.00,0.00,,226328.00,3509460.00,1802316.00,1955303.00,15005.51,0.49
Singapore,2009,0.00,0.00,,757.76,0.00,105.83,721.94,-54.24,0.00,1248.94,2001.93,21.88,52.19,309.26,230.97,600.02,9007.75,5.19,7.32,3.68,0.00,0.00,,0.00,4965518.00,2592953.00,2417751.00,15020.42,0.94
Honduras,2017,75.12,127.37,49.25,11.77,0.00,190.00,509.66,0.00,5524.36,377.26,581.65,223.47,0.03,2066.36,183.63,2400.12,967.03,206.33,1184.97,194.61,0.00,98.77,49.21,4034310.00,5230757.00,4865783.00,4761059.00,15020.98,1.01
Yemen,2006,0.00,0.00,72.38,561.93,0.00,3.00,707.01,0.00,0.00,1286.05,1659.66,636.88,67.63,2584.75,341.71,387.08,1428.70,53.30,2316.90,213.84,0.00,0.00,2704.72,14920358.00,6240176.00,11101550.00,10864747.00,15025.53,0.93
United Arab Emirates,2000,0.00,0.00,0.34,246.41,0.00,115.49,1407.66,,,1828.52,1681.70,736.87,179.54,1657.76,1.64,962.27,5879.34,9.29,280.57,42.02,0.00,0.00,,623527.00,2531398.00,2237588.00,1037745.00,15029.41,0.65
Yemen,2018,0.00,0.00,37.46,796.20,0.00,2.00,419.00,0.00,0.00,1157.50,3200.69,554.07,68.41,3289.58,280.20,387.08,1862.75,64.69,2494.66,238.74,0.00,0.00,177.26,18320024.00,10595260.00,15578957.00,15211556.00,15030.29,1.31
Guyana,2001,10.30,20.25,31.83,927.39,2829.33,8.00,60.28,0.00,4701.75,27.07,19.78,89.17,67.63,179.40,214.00,5091.24,4.58,19.77,77.37,17.77,0.00,19.99,618.40,537070.00,215193.00,379218.00,380591.00,15035.30,0.93
Puerto Rico,2005,0.17,0.00,0.02,0.00,68.40,137.40,1902.84,-2264.02,0.00,1024.84,1668.57,21.20,138.12,1037.94,320.83,10753.10,,39.17,160.73,31.23,0.00,0.00,,221694.00,3543705.00,1828297.00,1977262.00,15040.57,0.85
Libya,2008,0.00,0.00,23.61,248.06,0.00,29.00,1493.12,0.00,0.00,2093.76,1348.34,1673.70,92.64,1033.31,332.60,398.85,5273.27,32.06,894.85,80.43,0.00,0.00,,1353957.00,4699121.00,3164557.00,3063814.00,15047.61,1.00
Congo,2006,2472.25,486.46,1.74,3.63,2431.50,0.00,110.55,0.00,5869.60,18.39,12.29,1.55,67.63,276.84,28.04,2494.96,60.69,8.85,137.98,22.17,0.00,482.58,71.80,1481568.00,2360797.00,1895843.00,1917479.00,15059.50,0.76
Lithuania,2009,1.55,1.30,219.80,622.05,9834.10,47.00,388.53,-4761.17,0.00,212.19,127.04,15.53,25.51,591.27,343.04,1678.30,4446.32,252.06,161.56,643.98,0.00,0.00,215.58,1050712.00,2118060.00,1461131.00,1719348.00,15065.56,1.15
Guyana,2007,30.45,8.57,28.84,788.74,3179.88,12.00,58.57,0.00,4701.75,53.05,48.32,21.69,0.17,178.35,150.57,5073.53,4.89,33.48,91.25,28.97,0.00,8.05,567.51,543379.00,204490.00,376976.00,379546.00,15068.65,0.98
Guyana,2006,25.13,4.27,28.79,760.44,3184.22,15.00,52.73,0.00,4701.75,50.25,43.65,18.36,67.63,175.79,209.59,5091.24,4.65,28.35,84.34,24.83,0.00,3.89,495.10,542846.00,206755.00,378137.00,380230.00,15069.98,1.02
Anguilla,1993,0.00,0.00,,5305.57,0.00,11.48,2.46,,,6.39,1.96,0.74,74.02,65.07,483.13,2791.68,0.00,,6328.36,,0.00,0.00,1.21,0.00,9266.00,4523.00,4598.00,15072.07,0.57
Anguilla,1994,0.00,0.00,,5305.57,0.00,11.48,2.57,,,6.42,1.75,1.03,74.02,65.07,483.13,2791.68,0.00,,6328.36,,0.00,0.00,1.16,0.00,9537.00,4636.00,4720.00,15072.23,0.57
British Virgin Islands,1990,0.00,0.01,,2535.32,0.00,12.23,1.76,,,,1.21,548.40,971.80,0.63,1738.86,2937.18,0.40,,6328.36,,0.00,0.01,1.75,10236.00,6225.00,8017.00,7599.00,15077.92,0.42
British Virgin Islands,1991,0.00,0.01,,2535.32,0.00,12.23,1.76,,,,1.25,548.40,971.80,0.64,1738.86,2937.18,0.43,,6328.36,,0.00,0.01,1.89,10273.00,6661.00,8252.00,7838.00,15078.14,0.40
British Virgin Islands,1995,0.00,0.01,,2535.32,0.00,12.23,2.11,,,,0.93,548.40,971.80,0.69,1738.86,2937.18,0.43,,6328.36,,0.00,0.01,1.84,10980.00,7447.00,9076.00,8598.00,15078.18,0.61
British Virgin Islands,1992,0.00,0.01,,2535.32,0.00,12.23,2.11,,,,1.28,548.40,971.80,0.66,1738.86,2937.18,0.43,,6328.36,,0.00,0.01,1.67,10475.00,6869.00,8448.00,8028.00,15078.33,0.37
